subject,body,label
investigue qualquer pessoa diretamente de seu navegador!,"Olá, se isso chegou até você por engano, aceite nossas desculpas e responda com = remover no assunto e você será imediatamente. obrigado!   este é um relatório totalmente novo sobre onde e como descobrir informações. = descobrir quase tudo sobre quase qualquer pessoa, facilmente, = 20 diretamente na internet! = 20 tentando encontrar um velho amigo? quer saber quando seu chefe foi = 20 preso na faculdade? quer saber a renda de alguém? quer = 20 obter os fatos concretos sobre o passado? ou o presente de alguém? em um novo = relacionamento e quer ter certeza de que o ""conhece""? contratando um = 20 novo funcionário? quer descobrir algo sobre aquele vizinho suspeito ? = iniciando um novo relacionamento comercial ? tentando encontrar = 20 seus pais naturais ? quer encontrar um antigo colega de exército ? precisa validar um = número de seguridade social ? quer encontrar um número de telefone não listado = 20 ? ou qualquer outro tipo de informação ? a lista continua e = continua ! Existem centenas, se não milhares, de usos para este relatório! = Agora, você pode descobrir quais informações sobre você estão disponíveis para outras pessoas! Essa é a oportunidade de encontrar e corrigir informações incorretas! encontrar qualquer arquivo sobre você! descobrir tudo isso e muito mais diretamente na Internet! esse relatório direciona você a centenas de recursos da Internet para descobrir informações sobre qualquer número de pessoas ou empresas. você pode descobrir tudo o que sempre quis saber sobre amigos, familiares, = funcionários, novos clientes em potencial ou qualquer pessoa! a = 20 internet é uma ferramenta enorme para obter todos os tipos de informações sobre = alguém ou uma empresa. o problema é que a maioria dessas = 20 fontes não é facilmente conhecida. agora você pode ter a capacidade de usar = essas fontes para descobrir as informações que = 20 deseja! Há muitas fontes de informações na Internet, mas encontrá-las pode ser complicado e demorado. Os mecanismos de busca são ótimos para consultas simples, mas pode levar horas e horas = para refinar sua busca e encontrar o site que pode lhe oferecer acesso ao tipo de informação pessoal que você está procurando. O Internet Investigator é a melhor e mais fácil maneira de obter informações difíceis de encontrar na Internet! Esse novo relatório de 58 páginas informa onde e como encontrar quase todos os tipos de informações sobre alguém ou uma empresa. Faça seu pedido hoje e enviaremos o relatório por e-mail no mesmo dia em que recebermos seu pedido. = 20 aqui está uma lista parcial dos tópicos abordados no relatório . . . = 20 = b7 investigações = 20 = b7 registros vitais = 20 = b7 veículos motorizados = 20 = b7 números de telefone reversos = 20 = b7 registros pessoais = 20 = b7 banco anônimo = 20 = b7 censo = 20 = b7 adoção = 20 = b7 dicas de pesquisa = 20 = b7 localizadores de pessoas de todos os tipos = 20 = b7 sites médicos = 20 = b7 informações de crédito = 20 = b7 recursos governamentais = 20 = b7 e - mail e informações da Internet = 20 = b7 registros de pessoal militar = 20 = b7 listagens de governos estaduais = 20 = b7 jurídicos e políticos = 20 = b7 fontes de negócios = 20 = b7 empregos e triagem = 20 = b7 leis e estatutos = 20 = b7 listas de correspondência = 20 = b7 dados demográficos mundiais = 20 = b7 mídia = 20 = b7 equipamentos de segurança e vigilância = 20 = b7 diversos e muito , muito mais! ! ! ! ! ! ! ! ! ! ! ! ! ! ! tudo isso e muito mais por apenas $ 24 . 95 (mais $ 4 . 50 de frete e manuseio) ! = Isso representa a metade do preço normal de US$ 49 . Imprima e preencha este formulário de pedido e envie-o pelo correio, juntamente com um cheque nominal à Good Info no valor de US$ 24 . 95 (mais $ 4 . 50 = 20 de frete e manuseio) em moeda americana, e enviaremos o relatório para você por correio prioritário no mesmo dia em que recebermos seu pedido!     good info services 584 castro st , suite 464 san francisco , ca 94114 e - mail : goodinfoservices @ yahoo . não perca este preço especial! será cobrada uma taxa de US$ 25 . 00 para todos os cheques devolvidos.",1
atualização de serviços,"devido às mudanças significativas e rápidas nas políticas recentemente implementadas por muitos dos principais mecanismos de busca, atualizamos nossa publicação para que você possa avaliar a exposição do seu site aos novos riscos e oportunidades. http : / / www. sitestrategies98 . com Para cancelar a assinatura, clique no link abaixo e digite seu endereço de e-mail. http: / / www . sitestrategies98 . com / unsubscribe . html",1
96 trabalho de fonologia na primavera,"o departamento de linguística da universidade de toronto está procurando alguém para lecionar fonologia em dois níveis (avançado e introdutório ou intermediário) no período de primavera (janeiro a abril de 1966). os candidatos a esse cargo devem enviar uma carta de candidatura, currículo, duas cartas de referência e cópias de publicações e/ou pesquisas não publicadas para peter reich, presidente do departamento de linguística da universidade de toronto, toronto, ontário, canadá, m5s 1a1; telefone 416 978-4029; fax 416 971-2688; e-mail lingdept @ epas . utoronto . ca. não envie candidaturas por e-mail. prazo final para candidatura: 15 de agosto de 1995",0
listas sociolinguísticas/dialetos,"receio que meu pedido de informações sobre grupos de discussão sociolingüísticos ou dialetológicos feito há algum tempo não tenha gerado muitas informações, mas isso é tudo o que sei sobre: ads - l (lista da sociedade americana de dialetos) listserver: listserv @ uga . bitnet listserv @ uga . cc . uga . edu para perguntas, entre em contato com: maynor @ msstate (bernard chien perro) e comserve em: comserve @ vm . its . rpi . edu têm várias listas de comunicação, incluindo: ethno para discussão de questões em etnometodologia, conversação e análise do discurso, etc. e uma sobre gênero. para obter informações sobre essas listas, envie a mensagem show hotlines para o endereço delas. mas ainda falta uma lista sociolinguística / dialetológica. alguém poderia criar uma? maik gibson , university of reading",0
livros didáticos de discurso,"Há várias semanas, publiquei um pedido de textos introdutórios recentes sobre análise do discurso. Recebi várias respostas que provavelmente cobriam o leque de possibilidades. O mais mencionado foi o novo livro de Schiffren: Schiffrin, Deborah (1994). approaches to discourse. blackwell (470 p.). Como não consegui verificar algumas das informações sobre esses livros, estou reproduzindo as citações mais ou menos como me foram enviadas e em ordem alfabética. Omiti algumas sugestões que claramente não eram gerais e introdutórias. Agradeço a todos os que responderam. todos foram gentis e prestativos. como este texto já está longo, não vou citar seus nomes aqui. vocês sabem quem são. * De Beaugrande, R. (1980). Text, discourse and process, Longman. De Beaugrande, R. e Dresler. ( 1983 ) . introduction to text linguistics . longman , london chafe , wallace . ( 1994 ) . discourse , consciousness , and time : the flow and displacement of conscious experience in speaking and writing . u . of chicago press . cook , g . 1989 ( ? ) . discourse . oxford : oup . coulthard , malcolm . ( 1977 , 1985 ) . an introduction to discourse analysis . longman . eggins , suzanne . (1994) . an introduction to systemic-functional linguistics . pinter / st. martin 's . fairclough . (1992) . discourse and social change . polity press . hartmann , r . r . k . (1980) . contrastive textology . comparative discourse analysis in applied linguistics . heidelberg , julius groos verlag . studies in descriptive linguistics . vol . 5 . 125 páginas . hatch , e . ( 1992 ) . discourse and language education . cambridge : cup hatim b . and mason i . ( 1990 ) . discourse and the translator . ( longman ) . kamp , h . and reyle , u . ( 1993 ) . from discourse to logic . kluwer . lambrecht , knud . (1994). estrutura da informação e forma da sentença. cambridge university press. langford, david. (1994) . analysing talk : investigating verbal interaction in english . basingstoke : macmillan . (190 p.) mann, william e thompson, sandra. ( 1992 ) . discourse description : diverse linguistic analyses of a fund-raising text . amsterdam : john benjamins . martin , james . (1992) . english text . benjamins . mccarthy and carter . (1994) . language as discourse : perspectives for language teachers . longman . mey , jacob . pragmatics . robert e . nofsinger (1991) . everyday conversation . newbury park : sage . renkema , jan . ( 1993 ) . estudos do discurso . um livro-texto introdutório . amsterdã etc . : benjamins , ix + 1-224 pp . isbn 90 272 2136 7 stenstoem , a . b . ( 1994 ) . uma introdução à interação falada . londres : longman . raphael salkie mencionou seu . . . "" introdução básica à análise de texto e discurso que será publicada pela routledge em sua série de livros de exercícios em abril. o livro cobre basicamente coesão e coerência, com alguma referência a padrões textuais maiores no último capítulo. "" * * * * * * * * * * * * * * * * * * karl krahnke krahnke @ holly . colostate . edu",0
obituário: jochem schindler,"este é para informá-lo sobre o falecimento prematuro de jochem schindler, prof. de linguística indo-europeia na vienna univ. de 1987, prof. de linguística na harvard univ. de 1978 a 1987, que faleceu em 24 de dezembro de 1994. 24 de dezembro de 1994 . ursula doleschal & sergej krylov institut f . slawische sprachen wirtschaftsuniv . wien augasse 9 , 1090 wien tel.: + + 43 - 1-31336 4115 fax : + + 43 - 1-31336 744",0
re : 6 . 282 sum : dicionário asl em cd-rom,"gostaria de salientar que dois dos dicionários de asl em cd-rom mencionados na recente mensagem de bernard comrie, a saber: - - dicionário multimídia de asl (mm-dasl), lançamento previsto para o verão de 1995. - o dicionário asl em cd-rom desenvolvido por dennis cokely na linstok press é, na verdade, o mesmo dicionário. eu sou o autor do subsídio e diretor desse projeto e ficaria feliz em responder a quaisquer perguntas. planejamos um lançamento para o verão de 1995. o mm-dasl permitirá a busca do inglês para o asl e (criticamente, em nossa opinião), diretamente através dos parâmetros fonológicos do asl. todas as informações no mm-dasl (definições, categoria gramatical, etc.) são do *asl*. Todas as informações no mm-dasl (definições, categoria gramatical etc.) são da palavra *asl* (e não de sua glosa em inglês, como é o caso, segundo me disseram, do dicionário harpercollins). ",0
sum : referência,"Aqui está a referência para a qual postei uma solicitação: shaywitz , shaywitz , pugh , et al . várias pessoas responderam à minha solicitação, sendo que as informações mais completas vieram de laura l. koenig ( koenig @ lenny . haskins . yale . edu ) e alice faber ( faber @ haskins . yale . edu > , que incluiu o endereço de e-mail de um dos autores, ken pugh ( pugh @ haskins . yale . edu ) . wayne cowart observa que ken pugh é o psicólogo cognitivo que realmente projetou o experimento . duas pessoas mencionaram que os resultados devem ser considerados com cautela e uma disse que há um editorial sobre aspectos duvidosos das descobertas, na mesma edição da nature . muito obrigado a todos que responderam . becky moreton",0
e . h . tuttle,"xulio sousa escreveu : ) e . h . tuttle and co . : editora localizada em tokyo e vermont , ) especializada em livros sobre o japão . existia pelo menos na década de 1960 . ainda existia pelo menos no ano passado . eles publicam coisas como dicionários vietnamita - inglês . tony wright ( twright @ accdvm . accd . edu ) st . philip 's college san antonio , texas",0
journal of japanese linguistics : vol . 15,"content - length : 3687 estou enviando o seguinte anúncio da nova edição (vol. 15) do journal of japanese linguistics em nome dos editores. todas as perguntas devem ser endereçadas aos endereços da revista (superfície, e-mail, fax) fornecidos abaixo. o anúncio destina-se principalmente a acadêmicos residentes fora do japão. este documento e atualizações posteriores, se houver, também estarão disponíveis no seguinte site www: http: / / condor . stcloud . msus . edu : 20020 / tojpn . html - - - - - - - journal of japanese linguistics volume 15 ( 1993 ) table of contents lexical and productive causatives in japanese : an examination of the theory of paradigmatic structure s . - y . kuroda , university of california , san diego nonsubject honorification : a pragmatic analysis shoko hamano , george washington university the generalized transformation analysis of relative clauses and island effects in japanese keiko murasugi , kinjo gakuin university notas sobre construções de controle em japonês naoko nemoto , binghamton university extração de doo e suas implicações hiroyuki ura , mit - - - - - - rates libraries / institutions individuals vol . 15 $ 35 . 00 $ 20 . 00 edições anteriores disponíveis: vol . 14 $ 35 . 00 $ 20 . 00 vol . 13 $ 30 . 00 $ 18 . 00 vol . 12 $ 30 . 00 $ 18 . 00 vol . 11 $ 25 . 00 $ 16 . 00 ( restam apenas alguns exemplares ) * * edições anteriores ao vol . 10 não estão mais disponíveis. * * vol . 11 foi publicado como papers in japanese linguistics todos os pedidos devem ser pagos antecipadamente em moeda americana . inclua um adicional de us $ 7 . 50 (por cópia) para postagem aérea fora do Japão. o envio por via marítima (superfície) é gratuito. envie cheques ou ordens de pagamento (pagáveis ao journal of japanese linguistics) para o escritório do jjl. todos os pedidos, consultas e manuscritos devem ser enviados para: jjl nanzan university e-mail: jjl @ ic . nanzan-u . ac . jp 18 yamazatocho , showaku fax: japan 052-832 - 5490 nagoya 466 japan editores: yasuaki abe ( nanzan u . ) yoko sugioka ( keio u . )",0
ganhe US$ 100 toda vez que nosso telefone tocar...,"tudo o que vocês fazem é anunciar esse número 800! só isso! ! A ideia de ganhar pelo menos US$ 1.000 por semana a partir da sua segunda semana de negócios o entusiasma? Que tal nunca ter que vender nada para o seu cliente e nunca ter que falar com ninguém para ganhar dinheiro? Não sei como isso poderia ser mais fácil. todos os aspectos da venda ou da conversa com alguém são totalmente realizados pela empresa! o negócio número um em casa pelo segundo ano consecutivo, o fortune 5000 é membro do better business bureau e da câmara de comércio dos eua. o que essa empresa fará por você: * atende a todas as suas ligações, fecha suas vendas e envia cheques de comissão semanais! * O pagamento de uma comissão de US$ 100 (mais de 50% do total da venda) por cada venda. Os cheques colocam US$ 100 no seu bolso em menos de uma ou duas semanas... os ganhos rápidos com comissões aumentam e mantêm a motivação. * Você pode começar hoje mesmo. basta anunciar o número gratuito da empresa com seu número de identificação e deixar que essa empresa feche suas vendas todos os dias. . . eles fazem todo o trabalho e você é pago por isso! * Você pode anunciar da maneira que preferir: e-mail em massa, folhetos, classificados, cartões postais etc. Suponha que você use e-mail em massa, como eu estou fazendo: 100.000 e-mails com uma taxa de vendas de 1/10 de um por cento (0,1%) a US$ 100 por venda rende US$ 10.000... nada mal. Não há nada mais por aí que lhe proporcione uma renda imediata a partir desta semana com o mínimo de esforço. Antes de ligar, quero que você pense na qualidade dos operadores que atenderão sua ligação. Estou convencido de que você não encontrará uma equipe melhor de fechadores para suas vendas pessoais. você entenderá claramente do que estou falando assim que ligar. por favor, não deixe isso passar em branco. faça a ligação! ! 1-800 - 811-2141, você deverá informar o número de identificação 50030 ao ligar (os operadores ao vivo estão disponíveis das 8h às 22h, de segunda a sábado, e poderão responder a quaisquer perguntas que você possa ter). Ligue para uma das linhas de testemunho 24 horas: 888-703-5389, 888-446-6949, 888-446-6951 ou 888-731-3457 (todas gratuitas).",1
,"by sendmail ( 8 . 8 . 9 / 8 . 8 . 9 ) with smtp id qaa27101 for ionandr @ aifh . ed . ac . uk from : irms @ accubilling . com to : ionandr @ aifh . ed . ac . uk subject : free advertising for your business ! bcc : = 20 oi, só queria passar algumas informações sobre um novo software = que agora chamo de minha ""arma secreta"". é incrível! ouça isso... eu e centenas de outras pessoas agora podemos alcançar ""milhões de clientes potenciais"" - absolutamente grátis! muitos de nós estamos criando ""explosões de fluxo de caixa"" imediatas - literalmente da noite para o dia! e superando a concorrência! você precisa conferir isso. para obter alguns detalhes, tudo o que você precisa fazer é enviar um e-mail para: irms1 @ accubilling . com mailto : irms1 @ accubilling . com = 20 "" nossa pesquisa indica que o material a seguir pode = 20 interessar a você. caso contrário, informe-nos para que possamos remover = 20 seu endereço da nossa lista. envie as remoções para irms @ accubilling . com . "" = 20",1
"música, audiolivros, notícias e software gratuitos","ouça! todos os dias, milhares de amantes da música, de notícias, de livros e de informações estão baixando áudios gratuitos pela Internet. é rápido, fácil e totalmente gratuito! você gostaria de se juntar a eles? clique em um link destacado abaixo para conferir por si mesmo! http: / / www. mis-soft . com / rtr2 . cgi ? awy = 980611 = tp1 = vbanaqeanvsuprqpnpphx ( se o seu leitor de e-mail não suportar links clicáveis, copie a url em seu navegador da Web. ) confira estes divertidos e informativos clipes de áudio gratuitos que estão a apenas um clique de distância.  / awy = 980611 = mc4 = vbanaqeanvsuprqpnpphx com um total de 10 categorias de música, incluindo: jazz, new age, reggae, popular, clássica e rock & roll - você certamente encontrará algo para tocar com o mouse. miranda lee richards - - você já a ouviu? confira a área ""bandas não assinadas"" da seção de música para descobrir pessoalmente os artistas atuais em ascensão.  / / www . mis-soft . com / rtr2 . cgi ? awy = 980611 = bk2 = vbanaqeanvsuprqpnpphx baixe e ouça uma grande variedade de livros de ficção, não ficção, best sellers e clássicos, todos gratuitos. rex and the crater of doom"". junte-se ao geólogo de Berkeley, walter alverez, enquanto ele conta a história de um asteroide maior do que o monte Everest que se chocou contra a Terra, forçando a eventual extinção dos dinossauros de nosso planeta.  / / www . mis-soft . com / rtr2 . cgi ? awy = 980611 = cs3 = vbanaqeanvsuprqpnpphx faça um ritual diário de download de clipes divertidos e informativos, como: old time radio - - experimente as transmissões de rádio de antigamente, como ""gunsmoke"", ""the lone ranger"" e ""dimension x"", à medida que elas voltam à vida com a mesma intriga e suspense que capturaram a imaginação de toda uma geração. star date - - conheça um pouco melhor o seu universo com o stardate - um guia repleto de fatos sobre o céu noturno do observatório mcdonald douglas .  / awy = 980611 = nw5 = vbanaqeanvsuprqpnpphx edição matinal da npr - - mantenha-se informado com a ""edição matinal"" da rádio pública nacional. bob edwards apresenta esse popular programa diário de notícias que oferece reportagens e análises detalhadas das notícias e dos eventos do dia. não se esqueça de conferir newseek, ap, cnet radio e notícias via satélite 24 horas - tudo gratuito.  / awy = 980611 = in6 = vbanaqeanvsuprqpnpphx (se o seu leitor de e-mail não suportar links clicáveis, copie o URL em seu navegador da Web). ) p . s . a seleção de áudio continua crescendo mencionamos as notícias gratuitas de hora em hora ? as últimas e mais quentes notícias nacionais e de negócios - - diretamente de nossa transmissão via satélite para seu computador por meio do software audiowiz gratuito . p . p . s . : mencionamos que todos esses clipes de áudio digital oportunos, empolgantes e altamente relevantes podem ser baixados gratuitamente ? clique em um link destacado abaixo para conferir agora ! http : / / www. mis-soft . com / rtr2 . cgi ? awy = 980611 = en7 = vbanaqeanvsuprqpnpphx ( se o seu leitor de e-mail não suportar links clicáveis, copie a url em seu navegador da Web. ) * o audiowiz também requer 16 MB de RAM, 10 MB de espaço disponível no disco rígido, ms internet explorer 3 . 0 ou netscape navigator 3 . 0 e um computador com capacidade de áudio.  / / www . mis-soft . com / cgi-bin / rem ? vbanaqeanvsuprqpnpphx ou responda por e-mail com ""remove"" como assunto. copyright 1998 asset max",1
cargo disponível,"vagas disponíveis para linguistas computacionais há pelo menos uma vaga disponível para linguistas computacionais em um projeto de tradução automática. as vagas serão localizadas na simon fraser university, em vancouver, colúmbia britânica, ou na tcc communications corporation, em victoria, colúmbia britânica. em ambos os casos, as vagas envolverão uma interação próxima entre o laboratório de linguagem natural da sfu e a tcc. a permanência é de 1 ano e é renovável, sujeita a financiamento. o salário é proporcional à experiência. a data limite para o recebimento das inscrições é 18 de abril de 1995. são procurados candidatos com as seguintes habilidades: * conhecimento de análise e/ou teoria de geração * experiência com tecnologia de tradução automática * experiência com formalismos gramaticais baseados em unificação * é necessário pelo menos um mestrado em linguística ou ciência da computação * conhecimento nativo de espanhol é uma vantagem as consultas podem ser feitas para: paul mcfetridge mcfet @ cs . sfu . ca as inscrições com nomes e endereços de contato de pelo menos três pessoas para cartas de referência devem ser enviadas para: mr. john grayson tcc communications corporation box 2400 , sidney , british columbia , canada v8l 3y3 telefone: 604-655 - 2060 fax: 604-656 - 9942",0
resumo de empregos nlp,"Há algumas semanas, perguntei se havia uma fonte central de informações sobre empregos em PNL. Recebi cerca de dez respostas, algumas das quais mencionavam oportunidades de emprego específicas, que repassei ao meu aluno. 1. existe uma lista chamada langage naturel (ln @ frmop11 . bitnet), administrada por philippe blache (pb @ harar . unice . fr), que pode ser útil. 2. as listas de presença da acl podem ser úteis. 3 . mark kantrowitz, da cmu, tem uma lista de discussão chamada ai-jobs . muitas das listagens estão em cl / nlp . ele pode ser contatado em mkant @ cs . cmu . edu url : http : / / www . cs . cmu . edu : 8001 / afs / cs . cmu . edu / user / mkant / www / home . html 4 . ken i . laws administra uma lista de discussão de taxa moderada chamada the computist 's communique . é um boletim eletrônico geral para cientistas da computação, mas inclui um apêndice (de tipos) de anúncios de emprego em cs / ai aplicada. novamente, alguns anúncios de nlp. ken oferece uma vez por mês brindes e assinaturas baratas para estudantes e membros desempregados. laws @ ai . sri . com . 5 . o grupo de notícias (de volume muito baixo) comp. ai . nlang-know - rep lista empregos ocasionalmente. 6 . a lista de discussão empiricist é uma lista de e-mail que cobre a PNL baseada em corpus e, para empregos em PNL, dê uma olhada no colibri, um boletim semanal e serviço de www para pessoas interessadas em linguagem, lógica, fala e/ou informação. dê uma olhada em nosso URL: ( http: / / colibri . let . ruu . nl / ) uma busca por palavra-chave em ""job"" (emprego) basicamente produzirá uma visão geral de todos os empregos que já foram anunciados no colibri, o que inclui todos os empregos nlp que conseguimos encontrar. com esta mensagem, anuncio que estou saindo do negócio de aconselhamento de emprego. mark aronoff",0
referências sobre romeno,"estou interessado em obter uma lista de trabalhos recentes (e não tão recentes) sobre o romeno, em particular sobre fonética, fonologia e morfologia. por favor, responda-me diretamente e eu publicarei um resumo na lista. - richard sproat linguistics research department at&t bell laboratories | tel ( 908 ) 582-5296 600 mountain avenue , room 2d - 451 | fax ( 908 ) 582-7308 murray hill , nj 07974 , usa | rws @ research . att . com",0
sum : diferenças de características verbais / pronominais,"  ehu . es ) ariel mira ( mariel @ ccsg . tau . ac . il ) "" ellen l . contini - morava "" ( elc9j @ faraday . clas . virginia . edu ) simon corston ( corston @ humanitas . ucsb . edu ) brian d joseph ( bjoseph @ magnus . acs . ohio-state . edu ) june wickboldt : jwickbol @ ucs . indiana .  es ) em basco não há gênero algum em substantivos ou pronomes, mas algumas formas verbais carregam a distinção do gênero da 2ª pessoa nik ekarri diat nik ekarri dinat i ( erg ) give it to you-masc i ( erg ) give it to you-fem antton elosegi ( universidade do país basco ) ariel mira ( mariel @ ccsg . tau . ac . il ) em meu próprio hebraico, as inflexões verbais ""normais"" (passado e futuro) distinguem gênero e número de pessoa na 2ª e 3ª pessoas, mas somente número na 1ª pessoa. Até aí tudo bem, porque o sistema pronominal livre também o faz. No entanto, nosso tempo verbal agora presente é morfologicamente uma forma nominal (por exemplo, holexet = 'andar (fem)' e também 'andarilho (fem)'). Agora, nossas formas nominais, que não têm nada a ver com as formas pronominais, flexionam para número e gênero, mas não distinguem as pessoas. O resultado é que agora a inflexão da 1ª pessoa do presente distingue entre fem e masc, embora o pronome independente não o faça. 1. tempo futuro 3ª pessoa do plural: a forma fem quase nunca é usada. até mesmo a academia linguística purista ""aboliu"" a forma (parece que nunca a tivemos no tempo passado). 2 . na fala coloquial, o mesmo está acontecendo com a 2ª pessoa, sem dúvida porque as formas fem da 2ª e 3ª pessoas do plural são idênticas (embora não as formas masc com as quais elas convergiram). 3. isso precisa ser verificado! o pronome feminino plural livre, bem como as inflexões passadas do mesmo, parecem-me estar tremendo. mas dados reais precisam ser registrados para isso, portanto, não dê muita importância a isso. eu me pergunto se formas mistas são possíveis, a saber, you-fem go + masc, etc. * E, em uma nota mais teórica: espero que você encontre poucos exemplos do que está procurando, pois acredito (o que outros têm dito há cerca de cem anos) que as flexões tendem a se desenvolver a partir de pronomes livres. Daí a dependência entre os significados codificados, embora não haja nenhuma razão de princípio para que a flexão mude depois, eu acho. Se estiver interessado em teorias sobre o desenvolvimento da inflexão a partir dos pronomes, eu tenho a minha própria, que explica o fato bem conhecido de que as inflexões para a 1ª e a 2ª pessoa são muito mais predominantes do que para a 3ª pessoa. As formas mínimas são reservadas para referentes mais acessíveis (em geral), portanto, as inflexões são o desenvolvimento natural dos pronomes livres para antecedentes altamente acessíveis. Você pode dar uma olhada no meu livro ""Accessing np antecedents"" (Acessando antecedentes de PN), Routledge, 1990, capítulo 6. - Os dois entrevistados a seguir citam casos em que a marcação logofórica e obviativa ocorre anexada ao verbo em vez de ao pronome ao qual se referem. Para mim, parece que essas partículas não são inflexões propriamente ditas, embora eu não tenha certeza de como exatamente as classificaria.  1986. discurso relatado em algumas línguas do nepal. em f. coulmas (ed.) discurso direto e indireto, berlim: mouton de gruyter, e gokana, consulte hyman, larry m. e bernard comrie. 1981 . referência logofórica em gokana . journal of african languages and linguistics . 3 : 19-37 . brian d joseph ( bjoseph @ magnus . acs . ohio-state . edu), a língua algonquina cree, falada no Canadá, tem uma categoria conhecida na literatura como ""obviativa"", que fornece uma maneira de distinguir entre diferentes terceiros em um discurso (a primeira mencionada é ""proximate"" (próximo) e a seguinte é ""obviative"" (obviativo), de modo que o cree pode distinguir sem ambiguidade entre ""john met bill as he was walking down the street"" (João encontrou Bill quando ele estava andando pela rua), onde ""rhe"" em inglês pode se referir tanto a João quanto a Bill - em cree seria sem ambiguidade um ou outro). Na maior parte das vezes, e é aqui que isso é relevante para você, essa marcação aparece no verbo (portanto, a forma do verbo na frase acima seria diferente se fosse john andando ou bill andando); os substantivos podem apresentar marcação obviativa/próxima (embora uma classe, os chamados substantivos ""inanimados"", não apresente), e há formas próximas e obviativas de pronomes demonstrativos, mas não dos pronomes pessoais. Assim, ""wi : ya"" é ""he / proximate"" bem como ""he / obviative"". Os pronomes não são normalmente expressos em cree, mas se você olhar apenas para os pronomes pessoais, então o cree seria uma língua do tipo que você estava procurando. - Finalmente, dois entrevistados observaram que os pronomes independentes não são necessariamente marcados para o caso da mesma forma que os afixos pronominais. Esses fenômenos não me parecem raros (por exemplo, o árabe faz o mesmo).  mas como os prefixos de sujeito e objeto em swahili são frequentemente chamados de ""pronominais"", não sei se isso conta como uma distinção que não pode ser feita por pronomes. simon corston ( corston @ humanitas . ucsb . edu ) em meu artigo, no prelo na série pacific linguistics da anu, discuto a ""ergatividade em roviana"". roviana tem formas pronominais especiais usadas para absolutivos (""s ('s ubject of intr') ou o ('object') Os pronomes fazem distinções em pessoa, número e incl / ecl para 1pl. Há afixos verbais pronominais no verbo que são sempre apenas o. Ou seja, enquanto os pronomes independentes não distinguem s / o, os afixos pronominais o fazem. - achei tudo muito interessante e fico feliz em receber mais informações sobre minha pergunta acima. obrigado novamente a quem respondeu! maik gibson university of reading",0
consulta : congresso internacional de linguistas,"alguém tem informações sobre o próximo congresso internacional de linguistas em paris em 1997? quem é a pessoa de contato (endereço de e-mail)? obrigado, dieter stein anglistik iii universitaetsstr. 1 40225 duesseldorf germany stein @ mail . rz . uni-duesseldorf . de",0
sexta conferência jk,"content - length : 3595 call for papers the sixth japanese / korean linguistics conference university of hawaii at manoa august 8 - 10 , 1995 deadline for submission of abstracts : april 30 , 1995 on - campus accommodations and board will be provided for presenters . palestrantes principais samuel martin (professor emérito) universidade de yale noriko akatsuka universidade da califórnia, los angeles esta conferência tem como objetivo oferecer um fórum para a apresentação de pesquisas em linguística coreana e japonesa, facilitando assim os esforços para aprofundar nossa compreensão desses dois idiomas, que têm semelhanças tipológicas impressionantes. Os possíveis tópicos incluem, entre outros: sintaxe, semântica, fonologia, morfologia, pragmática, linguística histórica, tipologia, psicolinguística, sociolinguística, aquisição da linguagem e discurso. As apresentações terão 20 minutos de duração e serão seguidas por um período de 10 minutos para perguntas e respostas: 1. sete (7) cópias de um resumo de uma página (não mais que 500 palavras) com um título. omita seu nome e afiliação no resumo. o limite de uma página (500 palavras) deve ser estritamente observado; uma segunda página pode ser usada somente para dados e citação de referências. 2 . um cartão de 3"" por 5"" com o título do trabalho, o nome do(s) autor(es), o endereço para correspondência do autor, a afiliação do autor, o número de telefone, o número de fax e o endereço de e-mail. 3. um cartão postal selado e auto-endereçado, caso deseje ser notificado quando seu resumo for recebido 4. somente um resumo pode ser enviado como autor único. a mesma pessoa também pode enviar um resumo de autoria conjunta. os resumos devem ser enviados para um dos endereços abaixo até 30 de abril de 1995. na face do envelope, à direita do endereço de correspondência, escreva ""discourse / functional"" ou ""formal"", conforme apropriado. observe que a fonologia e a fonética devem ser incluídas na categoria formal. sohn ( formal ) j / k conference dept of east asian langs & lits university of hawaii at manoa 1890 east west road honolulu , hi 96822 iwasaki ( discourse / functional ) j / k conference dept of east asian langs & cultures ucla los angeles , ca 90095-1540 os anais desta conferência serão publicados como japanese / korean linguistics vol . 6 pelo center for the study of language and information e será distribuído pela cambridge university press. entre em contato com john haig para fazer perguntas e obter mais informações. seu endereço de e-mail é: haig @ uhunix . uhcc . hawaii . edu",0
medição de turno,"Caros linguistas, este é um pedido desesperado de informações sobre um software que permita cronometrar a tomada de turnos em uma conversa natural. Se alguém souber de algo que possa ser persuadido a fazer isso para mim, por favor, me avise, pois isso está se tornando bastante urgente. sally hunt linguistics department rhodes university grahamstown 6140 south africa e-mail: lish @ warthog. ru. ac. za phone: + 27 - 461 - 318105 / 6 ( w ) fax: + 27 - 461 - 25049",0
